2
-0,352628719924311
0,212192125950098
-0,324825948022691
0,00486838654841681
-0,420411580205155
-0,35288335096691
-0,390361208417621
0,262486746084926
-0,272396130557295
0,354447082636286
-0,413117114227695
0,204496228510903
-0,0733706699678618
0,340923428573044
0,290012134043442
-0,38227910809425
0,0463555500325822
0,395877170743618
0,36498604681067
0,369639459766281
0,0248600228339713
-0,172976509515651
-0,202657781402887
-0,335931569727106
-0,0712755539320761
0,256410238685277
0,139556024055721
-0,0633033451453333
-0,437455513485454
-0,208769375322745
0,476684750978222
0,232449555179314
-0,368456477238078
-0,302062573284871
0,192687151810474
0,368582387520094
-0,0634725885192582
-0,230113077695403
0,250030999607512
0,00682967947728266
-0,121575271235004
-0,476637856176565
0,175903805692449
-0,170112966215951
0,139874095837571
0,127272363528524
-0,470523058232587
-0,427230485385855
0,223661438433296
0,0877984490188762
0,489424838213914
-0,290151992249373
0,0507467112274592
0,202974202438711
0,206759332077
0,32034778959134
-0,0851500926470152
-0,488894378295585
-0,423856059519507
-0,176821818890433
0,0075606249773692
0,172942136727712
0,199937557661877
0,436356932021666
0,378825273132398
-0,153818089731753
0,0509154735836722
-0,247375390659787
-0,353626056043406
0,5069307112672
0,156919923161778
-0,248130470808974
-0,338883182724364
-0,156237326918027
0,0148415597732804
-0,00505146611065111
0,0726235269441379
0,413022378884732
-0,00695060962203453
0,262309896649006
0,231460043104114
0,0530564456959518
0,213035216421371
-0,0252539625043301
-0,198194213536658
0,266836743227596
-0,318297156048146
-0,0714306796767892
-0,00882190536187122
0,372339362219134
-0,0462722217413933
-0,0745945229674576
-0,305194076701562
-0,0813986018267998
0,477203310177382
0,229352679852544
-0,178532401026579
0,325082741949993
-0,0730229279932715
-0,230561468699638
-0,408277634748975
0,262420702099319
0,449885468631506
0,210059200108079
0,352261360200244
0,183116373924127
-0,48234984277857
-0,332158147744908
-0,307340611148319
-0,301919265557974
-0,252275737352798
0,00182752846825285
0,0180562313264497
-0,186165956168513
0,0917181380054533
0,454504179281417
0,459906920306341
-0,274808479833793
0,134546443649822
-0,388027782838982
-0,334457992209273
-0,385905267064284
0,23941870645602
-0,201933866150302
0,0515178510807629
-0,182353536423
-0,466927160793515
0,218161408276958
-0,118068855431644
0,271060054499472
-0,303038523715897
0,240845729771464
-0,0924932023475381
-0,330745812426669
0,139601327311062
0,429897155114402
0,107697723250695
0,489245952567666
0,122484677295426
0,118689412539215
0,249186586006166
-0,486139008303238
-0,264090068528471
-0,206902639803897
0,124615099571932
0,451900249790354
0,40734454379759
0,380955566723167
0,327946201642081
-0,485552289428781
0,247415146393521
-0,379680781231396
-0,311191345387201
-0,0992962747496874
-0,42020317841712
-0,546705922297959
-0,461587714116783
0,137415042859484
-0,317828386281029
0,0283949827600256
0,0715928182804924
-0,254904368312519
0,254930809957409
-0,117542851538185
-0,494353995655828
-0,00685153086988793
-0,405679269184209
-0,151197956246882
0,174232716520425
0,161820982891052
-0,153193543969278
0,470660967738675
0,102706842870781
-0,484142968889392
-0,13721907075365
-0,348335296649819
0,379247742938521
-0,061930074064828
0,151395887626145
0,123501153813873
-0,09181358145481
-0,262059102237668
0,366348304556765
-0,15680088629608
-0,46090798265738
-0,437759803163453
0,0756012499261159
-0,499771332072918
-0,489020022092862
0,132029417730882
0,360543480078012
0,431140494500818
0,311601085034945
-0,419640369210225
-0,452903405741278
0,004090954318685
-0,241069818260646
0,353452783009714
-0,212548644148069
-0,36853336955818
0,357579518974563
0,0585425000444718
-0,293281851705761
-0,333891093992755
0,168704196014832
0,268502758330099
-0,00444500199716926
-0,303096588534469
-0,463861737794865
-0,486200578303236
-0,449952034206035
0,0760367928430788
-0,498554536690324
0,0442585351116974
-0,356139977205102
-0,172709936294104
-0,199533706856674
-0,142490594947008
-0,187539439037228
0,404263621617231
0,422073965390247
-0,419638000856916
-0,16217793415402
-0,457796701210456
0,30127750281304
-0,084334038470096
-0,340940117296269
0,0223472120810054
0,468760436851885
0,358689974927665
0,392729819702324
-0,474221352814977
-0,348318488442425
0,0116778368595806
0,243874121058765
0,373514401223656
-0,4707883839649
0,28570569469311
0,150217034252174
-0,253907010669159
0,0820442078029283
-0,135711940817147
0,487718341125552
-0,509364294063002
0,00368423643693527
-0,26969834220116
0,398769659874388
-0,271799635967146
0,441026354181127
0,2060764668072
-0,296375338824641
0,401420776686361
0,0409922220469416
-0,1168122657653
-0,290607334948428
0,277217519831479
-0,279279565801509
-0,335485150495304
-0,135173298714298
-0,246978078258857
0,110505817100703
0,464956365597079
-0,293906684682571
-0,298579734235938
-0,380230434944359
-0,38942291573528
-0,0990528952704226
-0,0341091792969897
0,316216683159454
-0,244058179134276
-0,178307668896958
0,0082110949522877
0,12877118151112
-0,487991341384124
-0,208773256609576
0,0186437203170003
-0,402829595796219
-0,166543703836642
0,0385190623526085
0,0709758450141995
0,0168963016555161
0,430859518670877
0,0813208578998785
-0,237316029955314
0,155065313752305
0,491309043015963
-0,0152182767704214
0,268477464579091
-0,196651886717658
0,45840518090254
0,130738329156737
0,388659304956551
-0,080541536964034
-0,0163488690724429
0,112281706720809
0,0931790094173727
-0,32606144916472
0,271972247243169
0,395008127346681
-0,112617063326116
0,251720332424958
-0,120881411070415
